<<<<<<< HEAD
"Befolkningen 16+ �r (RAMS) efter syssels�ttning, f�delseregion, senaste invandrings�r, �lder, k�n och �r"

"syssels�ttning","f�delseregion","senaste invandrings�r","�lder","k�n","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"förvärvsarbetande","Afrika","2010-","45-54 år","kvinnor",0,0,0,0,0,0,7,27,80,148,279,450,720
"förvärvsarbetande","Afrika","2010-","55-59 år","män",0,0,0,0,0,0,8,22,47,53,91,131,207
"förvärvsarbetande","Afrika","2010-","55-59 år","kvinnor",0,0,0,0,0,0,0,4,12,17,27,53,94
"förvärvsarbetande","Afrika","2010-","60-64 år","män",0,0,0,0,0,0,1,8,15,18,38,62,93
"förvärvsarbetande","Afrika","2010-","60-64 år","kvinnor",0,0,0,0,0,0,0,1,1,6,6,17,25
"förvärvsarbetande","Afrika","2010-","65+ år","män",0,0,0,0,0,0,2,3,3,8,9,11,25
"förvärvsarbetande","Afrika","2010-","65+ år","kvinnor",0,0,0,0,0,0,1,1,2,4,4,7,12
"förvärvsarbetande","Asien","2000-2009","16-19 år","män",184,209,257,360,482,455,548,580,549,584,543,681,1032
"förvärvsarbetande","Asien","2000-2009","16-19 år","kvinnor",103,108,189,248,303,326,385,406,527,594,645,744,1049
"förvärvsarbetande","Asien","2000-2009","20-24 år","män",719,911,1462,2205,2682,2453,2982,3118,3300,3745,4178,4608,4865
"förvärvsarbetande","Asien","2000-2009","20-24 år","kvinnor",612,708,954,1211,1407,1459,1855,1859,2093,2235,2456,3054,3775
"förvärvsarbetande","Asien","2000-2009","25-34 år","män",2825,3641,5202,7558,9955,10733,12783,14037,14114,13613,13116,13028,13184
"förvärvsarbetande","Asien","2000-2009","25-34 år","kvinnor",2182,2976,4143,5346,6781,7205,8629,9508,9892,9997,10301,10573,11033
"förvärvsarbetande","Asien","2000-2009","35-44 år","män",1594,2229,3233,4617,6158,6989,8522,9911,10854,11889,12833,13666,14626
"förvärvsarbetande","Asien","2000-2009","35-44 år","kvinnor",1298,1984,2995,4101,5562,6550,8214,9681,10924,12111,13460,14754,16318
"förvärvsarbetande","Asien","2000-2009","45-54 år","män",499,738,1075,1595,2132,2453,3035,3726,4237,4940,5704,6361,7260
"förvärvsarbetande","Asien","2000-2009","45-54 år","kvinnor",362,617,960,1440,1983,2436,3234,4133,4966,5895,7103,8256,9677
"förvärvsarbetande","Asien","2000-2009","55-59 år","män",64,89,150,227,269,331,451,576,735,884,1037,1286,1573
"förvärvsarbetande","Asien","2000-2009","55-59 år","kvinnor",15,32,67,107,155,226,335,447,623,810,1013,1346,1736
"förvärvsarbetande","Asien","2000-2009","60-64 år","män",20,27,42,63,92,106,149,201,262,308,409,524,681
"förvärvsarbetande","Asien","2000-2009","60-64 år","kvinnor",8,6,16,24,30,43,67,101,130,185,271,369,512
"förvärvsarbetande","Asien","2000-2009","65+ år","män",4,10,11,13,17,26,30,44,65,81,88,107,145
"förvärvsarbetande","Asien","2000-2009","65+ år","kvinnor",3,3,6,6,5,13,12,17,23,25,30,43,58
"förvärvsarbetande","Asien","2010-","16-19 år","män",0,0,0,0,0,0,33,95,181,397,534,798,1281
"förvärvsarbetande","Asien","2010-","16-19 år","kvinnor",0,0,0,0,0,0,21,48,78,126,192,314,531
"förvärvsarbetande","Asien","2010-","20-24 år","män",0,0,0,0,0,0,238,704,1015,1428,2222,3756,6406
"förvärvsarbetande","Asien","2010-","20-24 år","kvinnor",0,0,0,0,0,0,104,333,561,734,974,1473,2207
"förvärvsarbetande","Asien","2010-","25-34 år","män",0,0,0,0,0,0,1068,3247,5768,8503,11071,13915,18314
"förvärvsarbetande","Asien","2010-","25-34 år","kvinnor",0,0,0,0,0,0,346,1217,2405,3819,5394,7084,9590
"förvärvsarbetande","Asien","2010-","35-44 år","män",0,0,0,0,0,0,465,1413,2444,3782,5372,7613,11144
"förvärvsarbetande","Asien","2010-","35-44 år","kvinnor",0,0,0,0,0,0,178,814,1495,2393,3651,5052,7478
"förvärvsarbetande","Asien","2010-","45-54 år","män",0,0,0,0,0,0,114,388,735,1146,1688,2472,3889
"förvärvsarbetande","Asien","2010-","45-54 år","kvinnor",0,0,0,0,0,0,74,258,510,893,1375,2065,3159
"förvärvsarbetande","Asien","2010-","55-59 år","män",0,0,0,0,0,0,17,55,107,168,276,420,644
"förvärvsarbetande","Asien","2010-","55-59 år","kvinnor",0,0,0,0,0,0,6,35,74,113,207,288,446
"förvärvsarbetande","Asien","2010-","60-64 år","män",0,0,0,0,0,0,2,25,53,75,98,155,232
"förvärvsarbetande","Asien","2010-","60-64 år","kvinnor",0,0,0,0,0,0,5,16,27,33,55,100,165
"förvärvsarbetande","Asien","2010-","65+ år","män",0,0,0,0,0,0,2,4,11,22,37,56,79
"förvärvsarbetande","Asien","2010-","65+ år","kvinnor",0,0,0,0,0,0,0,5,14,19,26,31,37
"förvärvsarbetande","Europa exkl Norden","2000-2009","16-19 år","män",122,124,186,266,359,315,333,348,346,387,405,512,673
"förvärvsarbetande","Europa exkl Norden","2000-2009","16-19 år","kvinnor",125,156,213,253,298,307,359,314,407,485,502,623,790
"förvärvsarbetande","Europa exkl Norden","2000-2009","20-24 år","män",949,1197,1759,2377,2720,2329,2513,2337,2075,1998,2081,2257,2560
"förvärvsarbetande","Europa exkl Norden","2000-2009","20-24 år","kvinnor",996,1126,1505,1853,1974,1860,2069,1885,1848,1809,1823,2081,2334
"förvärvsarbetande","Europa exkl Norden","2000-2009","25-34 år","män",5630,7358,10062,13523,16231,16307,17141,16608,15424,14010,12439,11127,9941
"förvärvsarbetande","Europa exkl Norden","2000-2009","25-34 år","kvinnor",4173,5507,7370,9327,11485,12132,13387,13708,13346,12690,11919,11126,10226
"förvärvsarbetande","Europa exkl Norden","2000-2009","35-44 år","män",3381,4532,6340,8718,11046,11939,13481,14825,15604,16470,17294,17853,18468
"förvärvsarbetande","Europa exkl Norden","2000-2009","35-44 år","kvinnor",2171,2938,4227,5560,7270,8463,10178,11653,13026,14117,15429,16611,17624
"förvärvsarbetande","Europa exkl Norden","2000-2009","45-54 år","män",1170,1650,2448,3478,4572,4993,5840,6490,6953,7564,8177,8969,9610
"förvärvsarbetande","Europa exkl Norden","2000-2009","45-54 år","kvinnor",868,1288,1833,2473,3239,3646,4484,5209,5838,6425,7162,7888,8764
"förvärvsarbetande","Europa exkl Norden","2000-2009","55-59 år","män",206,314,439,580,717,820,1023,1256,1435,1566,1738,2019,2248
"förvärvsarbetande","Europa exkl Norden","2000-2009","55-59 år","kvinnor",130,189,283,406,502,621,816,1030,1215,1457,1640,1812,2071
"förvärvsarbetande","Europa exkl Norden","2000-2009","60-64 år","män",89,95,156,230,286,346,458,517,586,670,773,919,1099
"förvärvsarbetande","Europa exkl Norden","2000-2009","60-64 år","kvinnor",32,56,94,121,155,207,298,354,430,511,630,815,981
"förvärvsarbetande","Europa exkl Norden","2000-2009","65+ år","män",16,21,25,40,59,79,90,146,196,231,259,316,347
"förvärvsarbetande","Europa exkl Norden","2000-2009","65+ år","kvinnor",2,10,18,22,27,35,55,84,96,131,134,165,184
"förvärvsarbetande","Europa exkl Norden","2010-","16-19 år","män",0,0,0,0,0,0,52,107,128,153,214,305,433
"förvärvsarbetande","Europa exkl Norden","2010-","16-19 år","kvinnor",0,0,0,0,0,0,30,48,64,122,127,229,353
"förvärvsarbetande","Europa exkl Norden","2010-","20-24 år","män",0,0,0,0,0,0,556,1301,1893,2142,2450,2975,3397
"förvärvsarbetande","Europa exkl Norden","2010-","20-24 år","kvinnor",0,0,0,0,0,0,229,648,1075,1360,1718,2161,2567
"förvärvsarbetande","Europa exkl Norden","2010-","25-34 år","män",0,0,0,0,0,0,1826,5308,8559,11806,15218,18721,22359
"förvärvsarbetande","Europa exkl Norden","2010-","25-34 år","kvinnor",0,0,0,0,0,0,728,2360,4449,6613,9322,12117,15365
"förvärvsarbetande","Europa exkl Norden","2010-","35-44 år","män",0,0,0,0,0,0,940,2834,4814,7041,9783,12612,16075
"förvärvsarbetande","Europa exkl Norden","2010-","35-44 år","kvinnor",0,0,0,0,0,0,286,1071,2102,3383,4933,6849,9077
"förvärvsarbetande","Europa exkl Norden","2010-","45-54 år","män",0,0,0,0,0,0,399,1077,1870,2788,3791,4907,6514
"förvärvsarbetande","Europa exkl Norden","2010-","45-54 år","kvinnor",0,0,0,0,0,0,121,462,867,1425,2114,2908,3952
"förvärvsarbetande","Europa exkl Norden","2010-","55-59 år","män",0,0,0,0,0,0,60,170,291,474,675,946,1254
"förvärvsarbetande","Europa exkl Norden","2010-","55-59 år","kvinnor",0,0,0,0,0,0,18,69,182,281,376,583,775
"förvärvsarbetande","Europa exkl Norden","2010-","60-64 år","män",0,0,0,0,0,0,25,62,119,192,286,387,501
"förvärvsarbetande","Europa exkl Norden","2010-","60-64 år","kvinnor",0,0,0,0,0,0,16,46,63,79,140,204,279
"förvärvsarbetande","Europa exkl Norden","2010-","65+ år","män",0,0,0,0,0,0,4,17,35,68,101,126,163
"förvärvsarbetande","Europa exkl Norden","2010-","65+ år","kvinnor",0,0,0,0,0,0,4,12,20,31,44,63,82
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","16-19 år","män",9,11,15,16,21,15,22,15,14,18,16,29,30
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","16-19 år","kvinnor",7,11,8,14,10,11,14,21,26,31,34,36,41
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","20-24 år","män",69,66,76,105,115,118,110,107,105,109,111,103,113
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","20-24 år","kvinnor",53,60,75,79,94,101,107,97,88,94,86,110,125
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","25-34 år","män",530,588,709,873,967,934,995,968,855,754,650,576,525
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","25-34 år","kvinnor",353,409,480,584,704,757,793,785,744,684,603,543,470
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","35-44 år","män",348,438,571,684,826,886,947,1010,1023,1061,1068,1080,1065
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","35-44 år","kvinnor",201,270,352,421,542,580,662,746,789,800,893,963,981
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","45-54 år","män",119,158,196,257,324,371,416,463,492,533,565,621,692
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","45-54 år","kvinnor",76,96,133,168,197,243,299,341,363,415,468,506,580
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","55-59 år","män",19,21,31,47,51,58,80,91,101,104,124,126,136
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","55-59 år","kvinnor",11,20,23,28,47,61,50,55,68,74,72,81,90
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","60-64 år","män",10,17,16,20,30,31,32,35,41,46,56,66,75
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","60-64 år","kvinnor",6,6,12,10,15,20,27,30,39,42,51,49,53
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","65+ år","män",5,2,3,7,9,13,11,17,20,20,26,27,31
"förvärvsarbetande","Nord- och Mellanamerika","2000-2009","65+ år","kvinnor",0,2,2,2,3,5,6,15,16,17,15,24,28
"förvärvsarbetande","Nord- och Mellanamerika","2010-","16-19 år","män",0,0,0,0,0,0,2,5,3,5,8,11,24
"förvärvsarbetande","Nord- och Mellanamerika","2010-","16-19 år","kvinnor",0,0,0,0,0,0,0,5,6,11,10,20,23
"förvärvsarbetande","Nord- och Mellanamerika","2010-","20-24 år","män",0,0,0,0,0,0,22,59,91,121,119,133,147
"förvärvsarbetande","Nord- och Mellanamerika","2010-","20-24 år","kvinnor",0,0,0,0,0,0,18,63,98,129,134,149,172
"förvärvsarbetande","Nord- och Mellanamerika","2010-","25-34 år","män",0,0,0,0,0,0,118,320,562,752,963,1151,1303
"förvärvsarbetande","Nord- och Mellanamerika","2010-","25-34 år","kvinnor",0,0,0,0,0,0,57,192,361,532,752,947,1132
"förvärvsarbetande","Nord- och Mellanamerika","2010-","35-44 år","män",0,0,0,0,0,0,72,187,300,416,593,713,866
"förvärvsarbetande","Nord- och Mellanamerika","2010-","35-44 år","kvinnor",0,0,0,0,0,0,39,110,197,295,403,508,650
"förvärvsarbetande","Nord- och Mellanamerika","2010-","45-54 år","män",0,0,0,0,0,0,24,85,136,198,235,298,354
"förvärvsarbetande","Nord- och Mellanamerika","2010-","45-54 år","kvinnor",0,0,0,0,0,0,17,38,60,110,157,211,261
"förvärvsarbetande","Nord- och Mellanamerika","2010-","55-59 år","män",0,0,0,0,0,0,5,11,32,32,46,77,94
"förvärvsarbetande","Nord- och Mellanamerika","2010-","55-59 år","kvinnor",0,0,0,0,0,0,2,4,13,19,26,36,59
"förvärvsarbetande","Nord- och Mellanamerika","2010-","60-64 år","män",0,0,0,0,0,0,2,8,10,22,29,27,38
"förvärvsarbetande","Nord- och Mellanamerika","2010-","60-64 år","kvinnor",0,0,0,0,0,0,0,2,5,11,16,19,23
"förvärvsarbetande","Nord- och Mellanamerika","2010-","65+ år","män",0,0,0,0,0,0,1,5,7,12,17,21,23
"förvärvsarbetande","Nord- och Mellanamerika","2010-","65+ år","kvinnor",0,0,0,0,0,0,0,3,3,2,4,5,6
"förvärvsarbetande","Norden exkl Sverige","2000-2009","16-19 år","män",27,45,42,60,67,55,47,47,49,61,65,79,123
"förvärvsarbetande","Norden exkl Sverige","2000-2009","16-19 år","kvinnor",40,48,49,52,65,53,64,55,77,75,89,108,122
"förvärvsarbetande","Norden exkl Sverige","2000-2009","20-24 år","män",391,337,373,341,371,355,290,229,206,175,197,216,280
"förvärvsarbetande","Norden exkl Sverige","2000-2009","20-24 år","kvinnor",541,442,495,520,471,425,400,317,266,228,230,268,325
"förvärvsarbetande","Norden exkl Sverige","2000-2009","25-34 år","män",1919,2059,2253,2410,2367,2297,2047,1745,1523,1300,1105,923,772
"förvärvsarbetande","Norden exkl Sverige","2000-2009","25-34 år","kvinnor",2102,2346,2604,2758,2919,2951,2832,2676,2437,2143,1889,1627,1389
"förvärvsarbetande","Norden exkl Sverige","2000-2009","35-44 år","män",1153,1353,1567,1783,1990,2092,2213,2297,2294,2327,2286,2253,2219
"förvärvsarbetande","Norden exkl Sverige","2000-2009","35-44 år","kvinnor",932,1081,1296,1512,1714,1872,2092,2223,2358,2502,2579,2710,2766
"förvärvsarbetande","Norden exkl Sverige","2000-2009","45-54 år","män",582,678,781,868,1014,1114,1177,1252,1271,1306,1357,1427,1471
"förvärvsarbetande","Norden exkl Sverige","2000-2009","45-54 år","kvinnor",565,634,718,815,881,899,980,1018,1028,1084,1146,1206,1267
"förvärvsarbetande","Norden exkl Sverige","2000-2009","55-59 år","män",226,235,282,308,308,341,373,390,372,388,375,381,415
"förvärvsarbetande","Norden exkl Sverige","2000-2009","55-59 år","kvinnor",154,208,245,257,294,317,338,354,369,363,367,366,373
"förvärvsarbetande","Norden exkl Sverige","2000-2009","60-64 år","män",69,107,125,205,235,250,243,265,249,254,260,278,304
"förvärvsarbetande","Norden exkl Sverige","2000-2009","60-64 år","kvinnor",65,85,105,145,166,172,202,231,227,261,268,258,278
"förvärvsarbetande","Norden exkl Sverige","2000-2009","65+ år","män",18,24,23,36,46,60,75,129,157,171,179,183,181
"förvärvsarbetande","Norden exkl Sverige","2000-2009","65+ år","kvinnor",6,9,16,21,31,44,53,70,97,108,111,139,142
"förvärvsarbetande","Norden exkl Sverige","2010-","16-19 år","män",0,0,0,0,0,0,15,14,23,23,26,34,46
"förvärvsarbetande","Norden exkl Sverige","2010-","16-19 år","kvinnor",0,0,0,0,0,0,17,20,27,30,22,58,61
"förvärvsarbetande","Norden exkl Sverige","2010-","20-24 år","män",0,0,0,0,0,0,102,162,217,253,295,316,361
"förvärvsarbetande","Norden exkl Sverige","2010-","20-24 år","kvinnor",0,0,0,0,0,0,99,240,338,400,468,606,727
"förvärvsarbetande","Norden exkl Sverige","2010-","25-34 år","män",0,0,0,0,0,0,330,662,933,1143,1370,1610,1934
"förvärvsarbetande","Norden exkl Sverige","2010-","25-34 år","kvinnor",0,0,0,0,0,0,243,617,979,1326,1653,2139,2681
"förvärvsarbetande","Norden exkl Sverige","2010-","35-44 år","män",0,0,0,0,0,0,153,356,536,715,877,1072,1275
"förvärvsarbetande","Norden exkl Sverige","2010-","35-44 år","kvinnor",0,0,0,0,0,0,91,222,382,567,756,983,1207
"förvärvsarbetande","Norden exkl Sverige","2010-","45-54 år","män",0,0,0,0,0,0,89,196,328,415,516,643,782
"förvärvsarbetande","Norden exkl Sverige","2010-","45-54 år","kvinnor",0,0,0,0,0,0,35,114,182,266,354,439,581
"förvärvsarbetande","Norden exkl Sverige","2010-","55-59 år","män",0,0,0,0,0,0,24,43,77,124,170,219,244
"förvärvsarbetande","Norden exkl Sverige","2010-","55-59 år","kvinnor",0,0,0,0,0,0,6,27,46,69,100,155,195
"förvärvsarbetande","Norden exkl Sverige","2010-","60-64 år","män",0,0,0,0,0,0,12,37,57,77,81,114,130
"förvärvsarbetande","Norden exkl Sverige","2010-","60-64 år","kvinnor",0,0,0,0,0,0,8,18,31,39,51,62,93
"förvärvsarbetande","Norden exkl Sverige","2010-","65+ år","män",0,0,0,0,0,0,2,15,29,41,54,74,84
"förvärvsarbetande","Norden exkl Sverige","2010-","65+ år","kvinnor",0,0,0,0,0,0,2,3,6,17,25,31,34
"förvärvsarbetande","Oceanien","2000-2009","16-19 år","män",0,2,2,2,1,2,0,5,1,2,2,4,10
"förvärvsarbetande","Oceanien","2000-2009","16-19 år","kvinnor",0,0,1,0,1,1,1,1,5,1,0,5,8
"förvärvsarbetande","Oceanien","2000-2009","20-24 år","män",22,25,28,29,34,25,21,10,8,7,7,7,13
"förvärvsarbetande","Oceanien","2000-2009","20-24 år","kvinnor",16,16,10,11,10,9,11,10,8,7,10,9,11
"förvärvsarbetande","Oceanien","2000-2009","25-34 år","män",262,281,326,374,433,415,381,316,256,213,166,129,96
"förvärvsarbetande","Oceanien","2000-2009","25-34 år","kvinnor",92,95,110,129,120,124,114,98,93,76,59,46,37
"förvärvsarbetande","Oceanien","2000-2009","35-44 år","män",91,120,181,238,277,340,381,418,422,418,413,403,401
"förvärvsarbetande","Oceanien","2000-2009","35-44 år","kvinnor",24,29,38,56,78,100,111,112,110,114,121,126,121
"förvärvsarbetande","Oceanien","2000-2009","45-54 år","män",20,21,33,44,56,59,65,77,92,108,119,141,163
"förvärvsarbetande","Oceanien","2000-2009","45-54 år","kvinnor",8,11,15,11,14,20,29,29,33,36,40,44,49
"förvärvsarbetande","Oceanien","2000-2009","55-59 år","män",2,4,4,5,7,6,7,10,9,10,16,19,23
"förvärvsarbetande","Oceanien","2000-2009","55-59 år","kvinnor",3,2,4,3,5,2,2,3,6,5,5,8,9
"förvärvsarbetande","Oceanien","2000-2009","60-64 år","män",2,1,0,1,1,2,3,1,3,5,4,4,8
"förvärvsarbetande","Oceanien","2000-2009","60-64 år","kvinnor",1,3,3,4,3,3,3,3,3,4,1,1,1
"förvärvsarbetande","Oceanien","2000-2009","65+ år","män",0,0,1,2,1,1,1,1,0,0,1,2,1
"förvärvsarbetande","Oceanien","2000-2009","65+ år","kvinnor",0,0,1,0,0,1,3,1,1,1,3,3,2
"förvärvsarbetande","Oceanien","2010-","16-19 år","män",0,0,0,0,0,0,1,0,1,0,2,1,1
"förvärvsarbetande","Oceanien","2010-","16-19 år","kvinnor",0,0,0,0,0,0,1,1,0,1,2,4,2
"förvärvsarbetande","Oceanien","2010-","20-24 år","män",0,0,0,0,0,0,11,24,29,35,32,29,38
"förvärvsarbetande","Oceanien","2010-","20-24 år","kvinnor",0,0,0,0,0,0,5,15,18,16,15,11,24
"förvärvsarbetande","Oceanien","2010-","25-34 år","män",0,0,0,0,0,0,71,173,226,269,321,372,445
"förvärvsarbetande","Oceanien","2010-","25-34 år","kvinnor",0,0,0,0,0,0,14,40,66,93,138,168,210
"förvärvsarbetande","Oceanien","2010-","35-44 år","män",0,0,0,0,0,0,25,66,107,146,198,254,312
"förvärvsarbetande","Oceanien","2010-","35-44 år","kvinnor",0,0,0,0,0,0,4,10,22,33,48,68,82
"förvärvsarbetande","Oceanien","2010-","45-54 år","män",0,0,0,0,0,0,5,14,19,31,41,57,70
"förvärvsarbetande","Oceanien","2010-","45-54 år","kvinnor",0,0,0,0,0,0,1,5,6,11,14,19,23
"förvärvsarbetande","Oceanien","2010-","55-59 år","män",0,0,0,0,0,0,1,3,1,3,8,12,15
"förvärvsarbetande","Oceanien","2010-","55-59 år","kvinnor",0,0,0,0,0,0,0,0,0,0,1,3,5
"förvärvsarbetande","Oceanien","2010-","60-64 år","män",0,0,0,0,0,0,0,0,0,2,1,2,3
"förvärvsarbetande","Oceanien","2010-","60-64 år","kvinnor",0,0,0,0,0,0,0,0,0,1,1,1,1
"förvärvsarbetande","Oceanien","2010-","65+ år","män",0,0,0,0,0,0,0,0,1,1,1,0,0
"förvärvsarbetande","Oceanien","2010-","65+ år","kvinnor",0,0,0,0,0,0,0,0,1,1,2,0,0
"förvärvsarbetande","Sydamerika","2000-2009","16-19 år","män",19,22,35,49,54,33,33,35,42,45,56,54,76
"förvärvsarbetande","Sydamerika","2000-2009","16-19 år","kvinnor",17,12,34,31,34,38,52,43,51,60,55,56,92
"förvärvsarbetande","Sydamerika","2000-2009","20-24 år","män",142,163,191,222,276,256,287,288,262,265,284,306,323
"förvärvsarbetande","Sydamerika","2000-2009","20-24 år","kvinnor",118,119,121,177,188,194,234,210,227,218,241,280,318
"förvärvsarbetande","Sydamerika","2000-2009","25-34 år","män",574,660,839,1137,1326,1394,1483,1478,1356,1272,1156,1093,1004
"förvärvsarbetande","Sydamerika","2000-2009","25-34 år","kvinnor",467,561,756,961,1162,1180,1341,1317,1277,1177,1095,1063,981
"förvärvsarbetande","Sydamerika","2000-2009","35-44 år","män",397,465,633,811,971,1067,1203,1306,1370,1398,1483,1568,1628
"förvärvsarbetande","Sydamerika","2000-2009","35-44 år","kvinnor",342,454,573,736,944,1097,1290,1466,1596,1692,1795,1862,1968
"förvärvsarbetande","Sydamerika","2000-2009","45-54 år","män",206,248,306,383,444,473,570,618,654,723,770,792,869
"förvärvsarbetande","Sydamerika","2000-2009","45-54 år","kvinnor",157,227,312,391,497,582,698,809,845,921,1040,1143,1243
"förvärvsarbetande","Sydamerika","2000-2009","55-59 år","män",43,52,70,83,112,126,138,161,176,168,184,206,221
"förvärvsarbetande","Sydamerika","2000-2009","55-59 år","kvinnor",34,53,59,86,95,87,118,141,172,207,225,258,307
"förvärvsarbetande","Sydamerika","2000-2009","60-64 år","män",11,15,27,43,49,54,62,69,69,100,125,131,145
"förvärvsarbetande","Sydamerika","2000-2009","60-64 år","kvinnor",14,15,19,23,34,53,56,71,80,86,93,109,131
"förvärvsarbetande","Sydamerika","2000-2009","65+ år","män",0,1,4,4,10,11,14,21,27,29,30,43,51
"förvärvsarbetande","Sydamerika","2000-2009","65+ år","kvinnor",0,0,1,2,6,6,8,15,14,20,26,32,35
"förvärvsarbetande","Sydamerika","2010-","16-19 år","män",0,0,0,0,0,0,4,13,15,18,15,36,42
"förvärvsarbetande","Sydamerika","2010-","16-19 år","kvinnor",0,0,0,0,0,0,4,1,9,9,20,21,45
"förvärvsarbetande","Sydamerika","2010-","20-24 år","män",0,0,0,0,0,0,28,63,97,105,134,171,230
"förvärvsarbetande","Sydamerika","2010-","20-24 år","kvinnor",0,0,0,0,0,0,21,43,72,78,99,130,156
"förvärvsarbetande","Sydamerika","2010-","25-34 år","män",0,0,0,0,0,0,124,346,544,709,838,1039,1270
"förvärvsarbetande","Sydamerika","2010-","25-34 år","kvinnor",0,0,0,0,0,0,69,216,375,511,656,833,1046
"förvärvsarbetande","Sydamerika","2010-","35-44 år","män",0,0,0,0,0,0,64,211,366,511,621,855,1059
"förvärvsarbetande","Sydamerika","2010-","35-44 år","kvinnor",0,0,0,0,0,0,37,134,250,350,518,718,955
"förvärvsarbetande","Sydamerika","2010-","45-54 år","män",0,0,0,0,0,0,30,85,142,215,286,368,470
"förvärvsarbetande","Sydamerika","2010-","45-54 år","kvinnor",0,0,0,0,0,0,14,55,96,153,208,287,415
"förvärvsarbetande","Sydamerika","2010-","55-59 år","män",0,0,0,0,0,0,3,8,23,39,49,69,96
"förvärvsarbetande","Sydamerika","2010-","55-59 år","kvinnor",0,0,0,0,0,0,2,9,18,28,50,75,97
"förvärvsarbetande","Sydamerika","2010-","60-64 år","män",0,0,0,0,0,0,1,8,15,19,24,28,44
"förvärvsarbetande","Sydamerika","2010-","60-64 år","kvinnor",0,0,0,0,0,0,1,3,12,14,19,30,48
"förvärvsarbetande","Sydamerika","2010-","65+ år","män",0,0,0,0,0,0,0,3,5,7,10,12,14
"förvärvsarbetande","Sydamerika","2010-","65+ år","kvinnor",0,0,0,0,0,0,0,1,1,4,7,7,10
"förvärvsarbetande","Sverige","2000-2009","16-19 år","män",130,162,177,200,313,259,316,376,368,324,301,370,410
"förvärvsarbetande","Sverige","2000-2009","16-19 år","kvinnor",129,188,218,269,317,342,383,350,486,445,400,409,498
"förvärvsarbetande","Sverige","2000-2009","20-24 år","män",795,850,960,1163,1334,1366,1547,1577,1519,1469,1482,1591,1716
"förvärvsarbetande","Sverige","2000-2009","20-24 år","kvinnor",1384,1266,1371,1534,1658,1597,1749,1534,1462,1367,1355,1434,1592
"förvärvsarbetande","Sverige","2000-2009","25-34 år","män",4738,5369,6051,6755,7136,7135,7041,6692,6312,5951,5513,5241,5061
"förvärvsarbetande","Sverige","2000-2009","25-34 år","kvinnor",5013,6057,7176,8016,8733,8886,9163,8871,8443,8031,7400,6708,6167
"förvärvsarbetande","Sverige","2000-2009","35-44 år","män",4826,5584,6532,7678,8745,9501,9853,9926,9895,9807,9701,9565,9274
"förvärvsarbetande","Sverige","2000-2009","35-44 år","kvinnor",3580,4461,5529,6635,7913,8931,9632,10106,10437,10675,11098,11439,11526
"förvärvsarbetande","Sverige","2000-2009","45-54 år","män",2369,2862,3445,4076,4706,5320,5773,6251,6630,6952,7227,7519,7838
"förvärvsarbetande","Sverige","2000-2009","45-54 år","kvinnor",1592,1902,2316,2845,3377,3930,4538,5000,5509,5946,6395,6894,7449
"förvärvsarbetande","Sverige","2000-2009","55-59 år","män",900,1035,1180,1333,1486,1569,1648,1746,1794,1855,1934,2091,2298
"förvärvsarbetande","Sverige","2000-2009","55-59 år","kvinnor",548,637,731,845,967,1061,1118,1227,1289,1355,1449,1583,1701
"förvärvsarbetande","Sverige","2000-2009","60-64 år","män",472,619,767,969,1052,1189,1208,1247,1303,1323,1324,1406,1439
"förvärvsarbetande","Sverige","2000-2009","60-64 år","kvinnor",234,336,457,563,635,697,801,816,846,903,949,972,1070
"förvärvsarbetande","Sverige","2000-2009","65+ år","män",96,119,179,261,359,454,526,773,867,943,972,1018,1034
"förvärvsarbetande","Sverige","2000-2009","65+ år","kvinnor",34,34,58,78,110,169,208,326,384,441,453,517,538
"förvärvsarbetande","Sverige","2010-","16-19 år","män",0,0,0,0,0,0,31,54,66,81,118,142,223
"förvärvsarbetande","Sverige","2010-","16-19 år","kvinnor",0,0,0,0,0,0,47,66,82,126,129,164,292
"förvärvsarbetande","Sverige","2010-","20-24 år","män",0,0,0,0,0,0,334,854,1240,1450,1551,1583,1499
"förvärvsarbetande","Sverige","2010-","20-24 år","kvinnor",0,0,0,0,0,0,346,936,1597,1916,2026,1973,2008
"förvärvsarbetande","Sverige","2010-","25-34 år","män",0,0,0,0,0,0,838,2067,3185,4380,5593,6950,8504
"förvärvsarbetande","Sverige","2010-","25-34 år","kvinnor",0,0,0,0,0,0,742,1997,3236,4587,6049,7782,9508
